Degree,Phi_norm,Phi,Phi_rand,Stdev
368.000000,0.968188,0.933333,0.964000,0.032715
369.000000,0.968188,0.933333,0.964000,0.032715
370.000000,0.968188,0.933333,0.964000,0.032715
371.000000,0.968188,0.933333,0.964000,0.032715
372.000000,0.968188,0.933333,0.964000,0.032715
373.000000,0.968188,0.933333,0.964000,0.032715
374.000000,0.968188,0.933333,0.964000,0.032715
375.000000,0.846740,0.833333,0.984167,0.036880
376.000000,0.846740,0.833333,0.984167,0.036880
377.000000,0.846740,0.833333,0.984167,0.036880
378.000000,0.846740,0.833333,0.984167,0.036880
379.000000,0.846740,0.833333,0.984167,0.036880
380.000000,0.846740,0.833333,0.984167,0.036880
381.000000,0.846740,0.833333,0.984167,0.036880
382.000000,0.846740,0.833333,0.984167,0.036880
383.000000,0.846740,0.833333,0.984167,0.036880
384.000000,0.846740,0.833333,0.984167,0.036880
385.000000,0.846740,0.833333,0.984167,0.036880
386.000000,1.015228,1.000000,0.985000,0.085723
387.000000,1.015228,1.000000,0.985000,0.085723
388.000000,1.015228,1.000000,0.985000,0.085723
389.000000,1.015228,1.000000,0.985000,0.085723
390.000000,1.015228,1.000000,0.985000,0.085723
391.000000,1.015228,1.000000,0.985000,0.085723
392.000000,1.015228,1.000000,0.985000,0.085723
393.000000,1.015228,1.000000,0.985000,0.085723
394.000000,1.015228,1.000000,0.985000,0.085723
395.000000,1.015228,1.000000,0.985000,0.085723
396.000000,1.015228,1.000000,0.985000,0.085723
397.000000,1.015228,1.000000,0.985000,0.085723
398.000000,NaN,NaN,NaN,NaN
399.000000,NaN,NaN,NaN,NaN
400.000000,NaN,NaN,NaN,NaN
401.000000,NaN,NaN,NaN,NaN
402.000000,NaN,NaN,NaN,NaN
403.000000,NaN,NaN,NaN,NaN
404.000000,NaN,NaN,NaN,NaN
405.000000,NaN,NaN,NaN,NaN
406.000000,NaN,NaN,NaN,NaN
407.000000,NaN,NaN,NaN,NaN
408.000000,NaN,NaN,NaN,NaN
409.000000,NaN,NaN,NaN,NaN
410.000000,NaN,NaN,NaN,NaN
411.000000,NaN,NaN,NaN,NaN
412.000000,NaN,NaN,NaN,NaN
413.000000,NaN,NaN,NaN,NaN
414.000000,NaN,NaN,NaN,NaN
415.000000,NaN,NaN,NaN,NaN
416.000000,NaN,NaN,NaN,NaN
417.000000,NaN,NaN,NaN,NaN
418.000000,NaN,NaN,NaN,NaN
419.000000,NaN,NaN,NaN,NaN
420.000000,NaN,NaN,NaN,NaN
421.000000,NaN,NaN,NaN,NaN
